attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{u'Attire': u'casual', u'Price Range': 1}",MBeTiQcvjtGQ4Y1Ytsu2HQ,"[u'Pizza', u'Restaurants']",Boston,"48 Winter St
Downtown
Boston, MA 02108",{},42.3560703,-71.0618519,Jay Bo Pizza,[u'Downtown'],False,6,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'very_loud', u'Attire': u'casual', u'Alcohol': u'none', u'Good For Groups': True, u'Delivery': False, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': False}",L3HzIb3EHexFQtgn382zSQ,"[u'Thai', u'Restaurants']",Boston,"417 Washington St
Downtown
Boston, MA 02108",{},42.3556905,-71.0602908,Thai Accent Downtown Crossing,[u'Downtown'],True,21,2.5,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'quiet', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",VlQYVd7Ap_W3_3XHiDMJKg,"[u'Mexican', u'Restaurants']",Boston,"55 Bromfield St
Downtown
Boston, MA 02108",{},42.3569557,-71.0607409,Tequila Mexican Grille,[u'Downtown'],False,26,3.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'loud', u'Attire': u'casual', u'Good For Groups': True, u'Delivery': False, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",QGjt4QMk1cFH7Q_0iHy43A,"[u'Chinese', u'Restaurants']",Boston,"11 Winter St
Downtown
Boston, MA 02108",{},42.35593875726,-71.061255905648,Wong's of Boston,[u'Downtown'],True,8,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Good For Kids': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",LOTkX6ewQaJ-ibND5sEFuA,"[u'Delis', u'Sandwiches', u'Salad', u'Restaurants']",Boston,"142 Bowdoin St
Beacon Hill
Boston, MA 02108","{u'Tuesday': {u'close': u'16:00', u'open': u'07:00'}, u'Friday': {u'close': u'16:00', u'open': u'07:00'}, u'Monday': {u'close': u'16:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'16:00', u'open': u'07:00'}, u'Thursday': {u'close': u'16:00', u'open': u'07:00'}}",42.3584816,-71.0627425,Fill-A-Buster,"[u'Beacon Hill', u'Downtown']",True,65,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'quiet', u'Music': {u'dj': False, u'live': False, u'video': False, u'jukebox': True}, u'Attire': u'dressy', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': True, u'casual': False}, u'Good for Kids': False, u'Price Range': 4, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': True, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Corkage': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': True}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",KQxLB5FJFae7-u_ghxcUzw,"[u'Bars', u'American (New)', u'Nightlife', u'Lounges', u'Restaurants']",Boston,"3 Winter Pl
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'22:00', u'open': u'17:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'17:00'}, u'Friday': {u'close': u'22:00', u'open': u'17:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'17:00'}, u'Thursday': {u'close': u'22:00', u'open': u'17:00'}, u'Saturday': {u'close': u'23:00', u'open': u'17:00'}}",42.3554885,-71.0615923,Locke-Ober,[u'Downtown'],False,110,3.5,MA,business
"{u'Delivery': False, u'Take-out': True, u'Price Range': 4, u'Outdoor Seating': False, u'Good For Kids': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': True}, u'Good For Groups': True, u'BYOB': False, u'Order at Counter': False, u'Good For': {u'lunch': False, u'breakfast': False, u'dinner': False, u'latenight': False}, u'Takes Reservations': True, u'Attire': u'dressy', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': False, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': True}",TWZ4dON3T0rOA0Xtj0s3fA,[u'Restaurants'],Boston,"15 Beacon St
Downtown
Boston, MA 02108",{},42.3583161,-71.0618686,Federalist Restaurant,[u'Downtown'],False,20,4.5,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'very_loud', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",V_dC05zzn5qtUiGVZJJe0w,"[u'Italian', u'Pizza', u'Restaurants']",Boston,"226 Faneuil Hall Marketplace
Boston, MA 02109","{u'Monday': {u'close': u'21:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'21:00', u'open': u'10:00'}, u'Friday': {u'close': u'21:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'21:00', u'open': u'10:00'}, u'Thursday': {u'close': u'21:00', u'open': u'10:00'}, u'Sunday': {u'close': u'18:00', u'open': u'10:00'}, u'Saturday': {u'close': u'21:00', u'open': u'10:00'}}",42.3600988,-71.0561485,Regina Pizzeria,[],True,40,2.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'loud', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': True, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",zPp2qbh9YNRAHPZlfgmgoQ,"[u'Delis', u'Sandwiches', u'Salad', u'Restaurants']",Boston,"29 Court Sq
Downtown
Boston, MA 02108",{},42.3584647,-71.05962,Hungry Traveler Party Catering Specialists,[u'Downtown'],True,23,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': False, u'Good For Groups': True}",M4qCjI8_jAUI2wQ2Jx05lQ,"[u'Seafood', u'American (Traditional)', u'Restaurants']",Boston,"21 Beacon St
Beacon Hill
Boston, MA 02108","{u'Monday': {u'close': u'22:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'22:00', u'open': u'11:30'}, u'Friday': {u'close': u'23:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:30'}, u'Thursday': {u'close': u'23:00', u'open': u'11:30'}, u'Sunday': {u'close': u'21:00', u'open': u'10:00'}, u'Saturday': {u'close': u'23:00', u'open': u'10:00'}}",42.3580797,-71.062559,Scollay Square,"[u'Beacon Hill', u'Downtown']",True,339,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'live': True, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': True, u'Good For Groups': True}",s9QfbcJnTeHb0H2V7CIqxA,"[u'Bars', u'Irish', u'Pubs', u'Nightlife', u'Karaoke', u'Restaurants']",Boston,"2 Center Plz
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'01:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'01:00', u'open': u'11:00'}, u'Friday': {u'close': u'02:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'01:00', u'open': u'11:00'}, u'Thursday': {u'close': u'02:00', u'open': u'11:00'}, u'Sunday': {u'close': u'01:00', u'open': u'10:00'}, u'Saturday': {u'close': u'02:00', u'open': u'10:00'}}",42.3598,-71.0603,The Kinsale,[u'Downtown'],True,258,3.0,MA,business
"{u'Drive-Thru': False, u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': False, u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': True, u'Good For Groups': True}",OE_VB4NG6zrO9XKmsTYeUA,"[u'Bars', u'Irish', u'Pubs', u'Burgers', u'Nightlife', u'Restaurants']",Boston,"6 Beacon St
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'02:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:00'}, u'Friday': {u'close': u'02:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:00'}, u'Thursday': {u'close': u'02:00', u'open': u'11:00'}, u'Sunday': {u'close': u'02:00', u'open': u'11:00'}, u'Saturday': {u'close': u'02:00', u'open': u'11:00'}}",42.3582161,-71.0612726,Emmet's Irish Pub & Restaurant,[u'Downtown'],True,153,3.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}, u'Takes Reservations': False, u'Good For Groups': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",894gMmumq6lHr1ItfpJsyw,"[u'Food', u'Bagels', u'Sandwiches', u'Restaurants']",Boston,"70 Franklin St
Ste 3
Downtown
Boston, MA 02110","{u'Tuesday': {u'close': u'16:00', u'open': u'06:30'}, u'Friday': {u'close': u'16:00', u'open': u'06:30'}, u'Monday': {u'close': u'16:00', u'open': u'06:30'}, u'Wednesday': {u'close': u'16:00', u'open': u'06:30'}, u'Thursday': {u'close': u'16:00', u'open': u'06:30'}}",42.3555771,-71.057991,Finagle-A-Bagel,[u'Downtown'],False,17,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Good For Kids': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",XwdoY4HpowSTHAp37YzhuQ,"[u'Sandwiches', u'Restaurants']",Boston,"20 Custom House St
Financial District
Boston, MA 02110","{u'Tuesday': {u'close': u'15:00', u'open': u'07:00'}, u'Friday': {u'close': u'15:00', u'open': u'07:00'}, u'Monday': {u'close': u'15:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'15:00', u'open': u'07:00'}, u'Thursday': {u'close': u'15:00', u'open': u'07:00'}}",42.3582773,-71.0529625,Bean & Leaf Cafe,[u'Financial District'],True,30,4.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': False, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",6IQO8dP40bsBDNuxiJDL8A,"[u'Delis', u'Restaurants']",Boston,"85 Arch St
Downtown
Boston, MA 02110",{},42.3551469,-71.0584229,Deli One,[u'Downtown'],True,42,4.0,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': True, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False}",aiPbrwibPKi2eCRFWo4D9g,"[u'Sandwiches', u'Delis', u'Breakfast & Brunch', u'Restaurants']",Boston,"101 Arch St
Downtown
Boston, MA 02110","{u'Monday': {u'close': u'16:00', u'open': u'06:00'}, u'Tuesday': {u'close': u'16:00', u'open': u'06:00'}, u'Friday': {u'close': u'16:00', u'open': u'06:00'}, u'Wednesday': {u'close': u'16:00', u'open': u'06:00'}, u'Thursday': {u'close': u'16:00', u'open': u'06:00'}, u'Saturday': {u'close': u'10:30', u'open': u'06:30'}}",42.3548952,-71.0593849,Archie's New York Deli,[u'Downtown'],True,48,4.0,MA,business
